path	tier	module	rtti_class	class_names	evidence	funcs_in_file	cpp_marker	has_header	extern_ZTV	blockers
src/Rabbit_Spawn.c	WEAK-refs-only	ov085				1		None		-
src/RacingPenguin_Spawn.c	WEAK-refs-only	ov019				1		None		-
src/RandomIntInternal.c	PURE-C	arm9				1		None		-
src/ReadSignedVarInt.c	PURE-C	arm9				1		None		-
src/ReadUnalignedInt.c	PURE-C	arm9				1		None		-
src/ReadUnalignedShort.c	PURE-C	arm9				1		None		-
src/ReadUnalignedUshort.c	PURE-C	arm9				1		None		-
src/RedCoin_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/RedFlame_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/RequestScreenFade.c	PURE-C	ov007				1		None		-
src/ResetCrashScreen.c	WEAK-refs-only	arm9				1		None		-
src/ResetInput.c	PURE-C	arm9				1		None		-
src/ResetKuppaScript.c	PURE-C	arm9				1		None		-
src/daObjKm1_Kurumajiku_c_classInit.c	S1-stores-rom-vptr	ov043			stores _ZTV11RickshawBdw	1		None	_ZTV11RickshawBdw/_ZTV17daObjKurumajiku_c	-
src/actors/daObjKm3_Kurumajiku_c.cpp	S1-stores-rom-vptr	ov047			stores _ZTV17daObjKurumajiku_c	1		None	_ZTV17daObjKurumajiku_c/_ZTV21daObjKm3_Kurumajiku_c	-
src/daObjKm1_Kuruma_c_classInit.c	S1-stores-rom-vptr	ov043			stores _ZTV13daObjKuruma_c	1		None	_ZTV13daObjKuruma_c/_ZTV17daObjKm1_Kuruma_c	-
src/actors/daObjKm3_Kuruma_c.cpp	S1-stores-rom-vptr	ov047			stores _ZTV13daObjKuruma_c	1		None	_ZTV13daObjKuruma_c/_ZTV17daObjKm3_Kuruma_c	-
src/daObjKi_Hasira_c_classInit.c	S1-stores-rom-vptr	ov016			stores _ZTV10RockPillar	1		None	_ZTV10RockPillar	-
src/RockTriangle_Spawn.c	WEAK-refs-only	ov102				1		None		-
src/RollingIronBall_Spawn.c	WEAK-refs-only	ov100				1		None		-
src/daObjFlMaruta_c_classInit.c	S1-stores-rom-vptr	ov022			stores _ZTV13RollingLogLll	1		None	_ZTV13RollingLogLll/_ZTV13daObjMaruta_c	-
src/daObjHmMaruta_c_classInit.c	S1-stores-rom-vptr	ov030			stores _ZTV13RollingLogTtm	1		None	_ZTV13RollingLogTtm/_ZTV13daObjMaruta_c	-
src/RollingRock_Spawn.c	S1-stores-rom-vptr	ov021			stores _ZTV11RollingRock	1		None	_ZTV11RollingRock	-
src/RopeBarrier_Spawn.c	WEAK-refs-only	ov102				1		None		-
src/daObjBk_Rotebar_c_classInit.c	WEAK-refs-only	ov015				1		None		-
src/RotatingClockHand_Spawn.c	WEAK-refs-only	ov035				1		None		-
src/RotatingCogSmall_Spawn.c	WEAK-refs-only	ov035				1		None		-
src/daObjFl_Koma_D_c_classInit.c	S1-stores-rom-vptr	ov022			stores _ZTV16daObjKaitendai_c	1		None	_ZTV16daObjKaitendai_c/_ZTV19RotatingPlatformLll	-
src/daObjRc_Kaitendai_c_classInit.c	S1-stores-rom-vptr	ov036			stores _ZTV16daObjKaitendai_c	1		None	_ZTV16daObjKaitendai_c/_ZTV18RotatingPlatformRr	-
src/actors/d_a_obj_wc_obj07.cpp	S1-stores-rom-vptr	ov029			stores _ZTV16daObjKaitendai_c	1		None	_ZTV16daObjKaitendai_c/_ZTV19RotatingPlatformWdw	-
src/daObjBk_Ukisima_c_classInit.c	S1-stores-rom-vptr	ov015			stores _ZTV16daObjKaitendai_c	1		None	_ZTV16daObjKaitendai_c/_ZTV17daObjBk_Ukisima_c	-
src/RotatingUpDownPlatformUtm_Spawn.c	WEAK-refs-only	ov091				1		None		-
src/RotatingUpDownPlatform_Spawn.c	WEAK-refs-only	ov091				1		None		-
src/RunKuppaScript.c	PURE-C	arm9				1		None		-
src/Scuttlebug_SetState.c	PURE-C	ov071				1		None		-
src/Scuttlebug_Spawn.c	WEAK-refs-only	ov071				1		None		-
src/daObjWakame_c_Spawn.c	S1-stores-rom-vptr	ov002			stores _ZTV13daObjWakame_c	1		None	_ZTV13daObjWakame_c	-
src/SeesawBdw_Spawn.c	WEAK-refs-only	ov095				1		None		-
src/SeesawBfs_Spawn.c	WEAK-refs-only	ov095				1		None		-
src/SeesawBob_Spawn.c	WEAK-refs-only	ov095				1		None		-
src/SeesawBsPlank_Spawn.c	WEAK-refs-only	ov095				1		None		-
src/SeesawBsZigZag_Spawn.c	WEAK-refs-only	ov095				1		None		-
src/SeesawRr_Spawn.c	WEAK-refs-only	ov095				1		None		-
src/SeesawUtm_Spawn.c	WEAK-refs-only	ov095				1		None		-
src/SetBg0Offset.c	PURE-C	arm9				1		None		-
src/SetBg1Offset.c	PURE-C	arm9				1		None		-
src/SetBg2Offset.c	PURE-C	arm9				1		None		-
src/SetBg3Offset.c	PURE-C	arm9				1		None		-
src/SetControllerMode.c	PURE-C	arm9				1		None		-
src/SetNextLevel.c	PURE-C	arm9				1		None		-
src/SetNextStar.c	PURE-C	arm9				1		None		-
src/SetNumPlayers.c	PURE-C	arm9				1		None		-
src/SetPlayerGlobals.c	PURE-C	arm9				1		None		-
src/SetSoundMode.c	PURE-C	arm9				1		None		-
src/SetStarMarker.c	PURE-C	arm9				1		None		-
src/SetSubBg0Offset.c	PURE-C	arm9				1		None		-
src/SetSubBg1Offset.c	PURE-C	arm9				1		None		-
src/SetSubBg2Offset.c	PURE-C	arm9				1		None		-
src/SetSubBg3Offset.c	PURE-C	arm9				1		None		-
src/SetTouchScreenDelay.c	PURE-C	arm9				1		None		-
src/SharedFilePtr_Construct_TexSeq.c	PURE-C	arm9				1		None		-
src/SharedFilePtr_Destruct_Anim.c	PURE-C	arm9				1		None		-
src/SharedFilePtr_Destruct_Clsn.c	PURE-C	arm9				1		None		-
src/SharedFilePtr_Destruct_TexSeq.c	PURE-C	arm9				1		None		-
src/Shark_Spawn.c	WEAK-refs-only	ov090				1		None		-
src/ShipDown_Spawn.c	WEAK-refs-only	ov016				1		None		-
src/ShipUp_Spawn.c	WEAK-refs-only	ov016				1		None		-
src/daObjKsWater_c_classInit.c	WEAK-refs-only	ov017				1		None		-
src/daObjRc_Hane_c_classInit.c	WEAK-refs-only	ov036				1		None		-
src/ShowArea.c	PURE-C	arm9				1		None		-
src/ShowCrashScreen.c	WEAK-refs-only	arm9				1		None		-
src/daObjBSwdoor_c_classInit.c	S1-stores-rom-vptr	ov014			stores _ZTV10ShutterBob	1		None	_ZTV10ShutterBob/_ZTV13daObjSwdoor_c	-
src/daObjCvShutter_c_classInit.c	S1-stores-rom-vptr	ov021			stores _ZTV10ShutterHmc	1		None	_ZTV10ShutterHmc/_ZTV13daObjSwdoor_c	-
src/SignPost_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/SilverStarBlockTag_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/SilverStar_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/Skeeter_Spawn.c	S1-stores-rom-vptr	ov090			stores _ZTV7Skeeter	1		None	_ZTV7Skeeter	-
src/daObjSm_Lift_c_classInit.c	S1-stores-rom-vptr	ov018			stores _ZTV7SkiLift	1		None	_ZTV7SkiLift	-
src/SlideDecorationBlueSmiley_Spawn.c	WEAK-refs-only	ov031				1		None		-
src/SlideDecorationOrangeSmiley_Spawn.c	WEAK-refs-only	ov031				1		None		-
src/SlideDecorationSilverStar_Spawn.c	WEAK-refs-only	ov031				1		None		-
src/SlideDecorationYellowStar_Spawn.c	WEAK-refs-only	ov031				1		None		-
src/SlidingBox_Spawn.c	WEAK-refs-only	ov016				1		None		-
src/SlidingIceSpawner_Spawn.c	WEAK-refs-only	ov027				1		None		-
src/SlidingIce_Spawn.c	WEAK-refs-only	ov027				1		None		-
src/SlidingPlatformBdw_Spawn.c	WEAK-refs-only	ov091				1		None		-
src/SlidingPlatformBfsRectangle_Spawn.c	WEAK-refs-only	ov091				1		None		-
src/SlidingPlatformBfsSquare_Spawn.c	WEAK-refs-only	ov091				1		None		-
src/SlidingPlatformBsLong_Spawn.c	WEAK-refs-only	ov091				1		None		-
src/SlidingPlatformBsWide_Spawn.c	WEAK-refs-only	ov091				1		None		-
src/SlidingPlatformRr_Spawn.c	WEAK-refs-only	ov091				1		None		-
src/SlidingPlatformWf_Spawn.c	WEAK-refs-only	ov091				1		None		-
src/Snd_SendCommand.c	PURE-C	arm9				1		None		-
src/Snowball_Spawn.c	WEAK-refs-only	ov081				1		None		-
src/SnowmanBody_Spawn.c	WEAK-refs-only	ov072				1		None		-
src/SnowmanHead_Spawn.c	WEAK-refs-only	ov072				1		None		-
src/Snufit_Spawn.c	WEAK-refs-only	ov065				1		None		-
src/SoftReset.c	PURE-C					0		None		not-in-delinks
src/daSoundObj_c_Spawn.c	S1-stores-rom-vptr	ov002			stores _ZTV12daSoundObj_c	1		None	_ZTV12daSoundObj_c	-
src/Sound_PlayIfNotActive.c	PURE-C	arm9				1		None		-
src/SpikeBomb_Spawn.c	WEAK-refs-only	ov060				1		None		-
src/Spindrift_Spawn.c	WEAK-refs-only	ov081				1		None		-
src/daObjCtMecha11_c_classInit.c	WEAK-refs-only	ov035				1		None		-
src/Spiny_Spawn.c	WEAK-refs-only	ov077				1		None		-
src/Sprite_SetAnimation.c	PURE-C	ov007				1		None		-
src/Sqrt.c	PURE-C					0		None		not-in-delinks
src/SquareMetalNetLift_Spawn.c	WEAK-refs-only	ov091				1		None		-
src/SquarePathLift_Spawn.c	WEAK-refs-only	ov052				1		None		-
src/Squasher_Spawn.c	WEAK-refs-only	ov023				1		None		-
src/StarDoor_Spawn.c	WEAK-refs-only	ov100				1		None		-
src/StarMarker_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/StarSwitch_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/StartExitCharacterWipe.c	PURE-C	arm9				1		None		-
src/StartFile.c	WEAK-refs-only	arm9				1		None		-
src/StartIntroCutscene.c	WEAK-refs-only	arm9				1		None		-
src/StartMinigameMenu.c	WEAK-refs-only	arm9				1		None		-
src/StartWithFarCamera.c	PURE-C	arm9				1		None		-
src/StaticRock_Spawn.c	WEAK-refs-only	ov102				1		None		-
src/daObjPile_c_classInit.c	S1-stores-rom-vptr	ov091			stores _ZTV5Stump	1		None	_ZTV5Stump	-
src/SubVec3.c	PURE-C	arm9				1		None		-
src/SublevelToLevel.c	PURE-C	arm9				1		None		-
src/daObjWlSubmarine_c_classInit.c	S1-stores-rom-vptr	ov026			stores _ZTV9Submarine	1		None	_ZTV9Submarine	-
src/SurfaceInfo_TestFlag0x20.c	PURE-C	arm9				1		None		-
src/daObjRcBuranko_c_classInit.c	S1-stores-rom-vptr	ov036			stores _ZTV16SwingingPlatform	1		None	_ZTV16SwingingPlatform	-
src/daObjWc_Obj04_c_classInit.c	WEAK-refs-only	ov029				1		None		-
src/daObjC0_Switch_c_Spawn.c	S1-stores-rom-vptr	ov012			stores _ZTV16daObjC0_Switch_c	1		None	_ZTV16daObjC0_Switch_c	-
src/Swoop_Spawn.c	WEAK-refs-only	ov065				1		None		-
src/TTC_MovingBar_Spawn.c	S1-stores-rom-vptr	ov065			stores _ZTV16daObjCtMecha05_c	1		None	_ZTV16daObjCtMecha05_c	-
src/daObjCtMecha09_c_classInit.c	WEAK-refs-only	ov065				1		None		-
src/Thwomp_Spawn.c	S1-stores-rom-vptr	ov091			stores _ZTV11daDsnBase_c	1		None	_ZTV11daDsnBase_c/_ZTV6Thwomp	-
src/daObjKm2_Gura_c_classInit.c	S1-stores-rom-vptr	ov045			stores _ZTV15daObjGuragura_c	1		None	_ZTV15daObjGuragura_c/_ZTV18TiltingPlatformBfs	-
src/daObjFl_Gura_c_classInit.c	S1-stores-rom-vptr	ov064			stores _ZTV15daObjGuragura_c	1		None	_ZTV15daObjGuragura_c/_ZTV18TiltingPlatformLll	-
src/daObjTtFuta_c_classInit.c	S1-stores-rom-vptr	ov033			stores _ZTV9TinyCover	1		None	_ZTV9TinyCover	-
src/daObjTtWater_c_classInit.c	WEAK-refs-only	ov033				1		None		-
src/Toad_Spawn.c	WEAK-refs-only	ov085				1		None		-
src/Tornado_Spawn.c	WEAK-refs-only	ov096				1		None		-
src/TouchArea_Update.c	PURE-C	ov001				1		None		-
src/daObjBk_Lift_c_classInit.c	WEAK-refs-only	ov015				1		None		-
src/Trap_Spawn.c	S1-stores-rom-vptr	ov010			stores _ZTV14daObjC1_Trap_c	1		None	_ZTV14daObjC1_Trap_c	-
src/daObjTbox_c_classInit.c	WEAK-refs-only	ov064				1		None		-
src/TtcConveyorBeltLarge_Spawn.c	WEAK-refs-only	ov065				1		None		-
src/TtcConveyorBeltSmall_Spawn.c	WEAK-refs-only	ov065				1		None		-
src/TtcMovingCubeA_Spawn.c	WEAK-refs-only	ov065				1		None		-
src/TtcMovingCubeB_Spawn.c	WEAK-refs-only	ov065				1		None		-
src/TtcRotatingCube_Spawn.c	WEAK-refs-only	ov065				1		None		-
src/TtcRotatingGear_Spawn.c	WEAK-refs-only	ov065				1		None		-
src/TtcRotatingPrism_Spawn.c	WEAK-refs-only	ov065				1		None		-
src/TtcRotatingTriangle_Spawn.c	WEAK-refs-only	ov065				1		None		-
src/TurnBacklightOff.c	PURE-C	arm9				1		None		-
src/TurnBacklightOn.c	PURE-C	arm9				1		None		-
src/daObjHmBskt_c_classInit.c	S1-stores-rom-vptr	ov030			stores _ZTV13daObjHmBskt_c	1		None	_ZTV13daObjHmBskt_c	-
src/UkikiStar_Spawn.c	WEAK-refs-only	ov030				1		None		-
src/UkikiThief_Spawn.c	WEAK-refs-only	ov030				1		None		-
src/Unagi_Spawn.c	S1-stores-rom-vptr	ov016			stores _ZTV5Unagi	1		None	_ZTV5Unagi	-
src/UnloadArchive.c	PURE-C	arm9				1		None		-
src/UnloadArchives.c	PURE-C	arm9				1		None		-
src/UnloadBlueCoinModel.c	WEAK-refs-only	arm9				1		None		-
src/UnloadOverlay.c	PURE-C	arm9				1		None		-
src/UnloadSilverStarAndNumber.c	WEAK-refs-only	ov002				1		None		-
src/UpDownLiftBbh_Spawn.c	WEAK-refs-only	ov095				1		None		-
src/UpDownLiftHmc_Spawn.c	WEAK-refs-only	ov095				1		None		-
src/UpDownLiftRr_Spawn.c	WEAK-refs-only	ov095				1		None		-
src/UpdateMinimap.c	PURE-C	arm9				1		None		-
src/VBlankIntrWait.c	PURE-C					0		None		not-in-delinks
src/Vec2_Len.c	WEAK-refs-only	arm9				1		None		-
src/Vec2_Sub.c	PURE-C	arm9				1		None		-
src/Vec3_Add.c	PURE-C	arm9				1		None		-
src/Vec3_ApproachHorz.c	WEAK-refs-only	arm9				1		None		-
src/Vec3_Asr.c	PURE-C	arm9				1		None		-
src/Vec3_AsrInPlace.c	PURE-C	arm9				1		None		-
src/Vec3_Dist.c	WEAK-refs-only	arm9				1		None		-
src/Vec3_DivScalarInPlace.c	WEAK-refs-only	arm9				1		None		-
src/Vec3_Equal.c	PURE-C	arm9				1		None		-
src/Vec3_HorzAngle.c	WEAK-refs-only	arm9				1		None		-
src/Vec3_HorzDist.c	WEAK-refs-only	arm9				1		None		-
src/Vec3_HorzLen.c	WEAK-refs-only	arm9				1		None		-
src/Vec3_Lsl.c	PURE-C	arm9				1		None		-
src/Vec3_LslInPlace.c	PURE-C	arm9				1		None		-
src/Vec3_MulScalar.c	PURE-C	arm9				1		None		-
src/Vec3_MulScalarInPlace.c	PURE-C	arm9				1		None		-
src/Vec3_RotateYAndTranslate.c	PURE-C	arm9				1		None		-
src/Vec3_Sub.c	PURE-C	arm9				1		None		-
src/Vec3_VertAngle.c	WEAK-refs-only	arm9				1		None		-
src/daChRoom_c_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/VolcanoFire_Spawn.c	WEAK-refs-only	ov022				1		None		-
src/daObjFl_Ring_c_classInit.c	S1-stores-rom-vptr	ov022			stores _ZTV11VolcanoRing	1		None	_ZTV11VolcanoRing	-
src/Vram__Map.c	PURE-C	arm9				1		None		-
src/daObjWc_Mizu_c_classInit.c	WEAK-refs-only	ov029				1		None		-
src/WM_CheckStateEx.c	WEAK-refs-only	arm9				1		None		-
src/WM_GetSystemWork.c	PURE-C	arm9				1		None		-
src/WM_SendCommand.c	WEAK-refs-only	arm9				1		None		-
src/WM_SetCallbackTable.c	PURE-C	arm9				1		None		-
src/WaitByLoop.c	PURE-C					0		None		not-in-delinks
src/WallSign_Spawn.c	WEAK-refs-only	ov085				1		None		-
src/WarpPipe_Spawn.c	WEAK-refs-only	ov102				1		None		-
src/WarpPlayer.c	PURE-C	arm9				1		None		-
src/daWarpkun_c_Spawn.c	S1-stores-rom-vptr	ov002			stores _ZTV11daWarpkun_c	1		None	_ZTV11daWarpkun_c	-
src/WaterBomb_Spawn.c	WEAK-refs-only	ov098				1		None		-
src/daObjWc_Obj03_c_classInit.c	WEAK-refs-only	ov029				1		None		-
src/WaterRing_Spawn.c	WEAK-refs-only	ov064				1		None		-
src/WaterSuction_Spawn.c	WEAK-refs-only	ov026				1		None		-
src/daObjWaterfall_c_classInit.cpp	WEAK-refs-only	ov002				1		None		-
src/Whirlpool_Spawn.c	WEAK-refs-only	ov026				1		None		-
src/WhompKing_Spawn.c	S1-stores-rom-vptr	ov079			stores _ZTV5Whomp	1		None	_ZTV5Whomp	-
src/Whomp_Spawn.c	S1-stores-rom-vptr	ov079			stores _ZTV5Whomp	1		None	_ZTV5Whomp	-
src/Wiggler_Spawn.c	S1-stores-rom-vptr	ov034			stores _ZTV7Wiggler	1		None	_ZTV7Wiggler	-
src/game/actors/WingFeather/WingFeather_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/Wireless_Reset.c	PURE-C	arm9				1		None		-
src/WithMeshClsn_UpdateContinuous_Veneer.c	WEAK-refs-only	arm9				1		None		-
src/WithMeshClsn_UpdateDiscreteNoLava_veneer.c	WEAK-refs-only	arm9				1		None		-
src/daYegg_c_classInit.c	WEAK-refs-only	ov002				1		None		-
src/_Z19UnloadLevelOverlaysi.c	P4-mangled-freefn	arm9			_Z19UnloadLevelOverlaysi	1	active	None		-
src/_Z23LoadMinimapChangeObjecti5Fix12IiEh.c	P4-mangled-freefn	arm9			_Z23LoadMinimapChangeObjecti5Fix12IiEh	1		None		by-value-class-param
src/_ZN10BrickBlockD0Ev.c	DTOR-ONLY	ov002	daObjBlockItemTag_c	BrickBlock/daObjBlockItemTag_c	_ZN10BrickBlockD0Ev	1		True	_ZTV10BrickBlock	-
src/_ZN12daIDonketu_cD0Ev.c	DTOR-ONLY	ov027	daIDonketu_c	daIDonketu_c/daIDonketu_c	_ZN12daIDonketu_cD0Ev	1		True	_ZTV12daIDonketu_c/_ZTV7daOts_c	-
src/_ZN10ClsnResultC1Ev.c	P3-mangled-method-only	arm9		ClsnResult	_ZN10ClsnResultC1Ev	1		True		-
src/_ZN10ClsnResultD1Ev.c	DTOR-ONLY	arm9	dBgPi	ClsnResult/dBgPi	_ZN10ClsnResultD1Ev	1		True		-
src/_ZN10ClsnResultD2Ev.c	DTOR-ONLY	arm9		ClsnResult	_ZN10ClsnResultD2Ev	1		True		-
src/_ZN10DonutBlock16OnPendingDestroyEv.c	P1-vtable+mangled	ov036	daObjRc_Tikuwa_c	DonutBlock/daObjRc_Tikuwa_c	vtable daObjRc_Tikuwa_c slot 12 @0x2111a2c | _ZN10DonutBlock16OnPendingDestroyEv	1		True		-
src/_ZN10FaderColorD2Ev.c	DTOR-ONLY	arm9		FaderColor	_ZN10FaderColorD2Ev	1		True		-
src/_ZN10FlameChomp13OnYoshiTryEatEv.c	P1-vtable+mangled	ov070	daKrpa_c	FlameChomp/daKrpa_c	vtable daKrpa_c slot 18 @0x21211bc | _ZN10FlameChomp13OnYoshiTryEatEv	1		True		-
src/_ZN10FlameChomp16CleanupResourcesEv.c	P1-vtable+mangled	ov070	daKrpa_c	FlameChomp/daKrpa_c	vtable daKrpa_c slot 3 @0x212189c | _ZN10FlameChomp16CleanupResourcesEv	1		True		-
src/_ZN10FlameChomp16OnPendingDestroyEv.c	P1-vtable+mangled	ov070	daKrpa_c	FlameChomp/daKrpa_c	vtable daKrpa_c slot 12 @0x21218c0 | _ZN10FlameChomp16OnPendingDestroyEv	1		True		-
src/_ZN10FlameChompD0Ev.c	DTOR-ONLY	ov070	daKrpa_c	FlameChomp/daKrpa_c	_ZN10FlameChompD0Ev	1		True		-
src/_ZN10LavaBridgeD0Ev.c	DTOR-ONLY	ov022	daObjFl_London_c	LavaBridge/daObjFl_London_c	_ZN10LavaBridgeD0Ev	1		True	_ZTV10LavaBridge/_ZTV10dBgActor_c	-
src/_ZN10LavaSeesawD0Ev.c	DTOR-ONLY	ov022	daObjFl_Seesaw_c	LavaSeesaw/daObjFl_Seesaw_c	_ZN10LavaSeesawD0Ev	1		True	_ZTV10LavaSeesaw/_ZTV10dBgActor_c	-
src/_ZN10ModelAnim213Func_020162C4Eji5Fix12IiEt.c	P3-mangled-method-only	arm9		ModelAnim2	_ZN10ModelAnim213Func_020162C4Eji5Fix12IiEt	1		True		by-value-class-param
src/_ZN10ModelAnim2C1Ev.c	P3-mangled-method-only	arm9		ModelAnim2	_ZN10ModelAnim2C1Ev	1		True	_ZTV10ModelAnim2	-
src/_ZN10PyramidTagD0Ev.c	DTOR-ONLY	ov024	daObjDlPyramidDummy_c	PyramidTag/daObjDlPyramidDummy_c	_ZN10PyramidTagD0Ev	1		True		-
src/_ZN10RockPillarD0Ev.c	DTOR-ONLY	ov016	daObjKi_Hasira_c	RockPillar/daObjKi_Hasira_c	_ZN10RockPillarD0Ev	1		True	_ZTV10RockPillar/_ZTV10dBgActor_c	-
src/_ZN10Scuttlebug16CleanupResourcesEv.c	P1-vtable+mangled	ov071	daSpd_c	Scuttlebug/daSpd_c	vtable daSpd_c slot 3 @0x2120308 | _ZN10Scuttlebug16CleanupResourcesEv	1		True		-
src/_ZN10Scuttlebug16OnPendingDestroyEv.c	P1-vtable+mangled	ov071	daSpd_c	Scuttlebug/daSpd_c	vtable daSpd_c slot 12 @0x2120338 | _ZN10Scuttlebug16OnPendingDestroyEv	1		True		-
src/_ZN10ScuttlebugD0Ev.c	DTOR-ONLY	ov071	daSpd_c	Scuttlebug/daSpd_c	_ZN10ScuttlebugD0Ev	1		True		-
src/_ZN14daObjBSwdoor_cD0Ev.c	DTOR-ONLY	ov014	daObjBSwdoor_c	daObjBSwdoor_c/daObjBSwdoor_c	_ZN14daObjBSwdoor_cD0Ev	1		True	_ZTV14daObjBSwdoor_c/_ZTV10dBgActor_c/_ZTV13daObjSwdoor_c	-
src/_ZN10ShutterHmcD0Ev.c	DTOR-ONLY	ov021	daObjCvShutter_c	ShutterHmc/daObjCvShutter_c	_ZN10ShutterHmcD0Ev	1		True	_ZTV10ShutterHmc/_ZTV10dBgActor_c/_ZTV13daObjSwdoor_c	-
src/_ZN10SlidingBox8BehaviorEv.c	P1-vtable+mangled	ov016	daSlide_Box_c	SlidingBox/daSlide_Box_c	vtable daSlide_Box_c slot 6 @0x2113158 | _ZN10SlidingBox8BehaviorEv	1		True		-
src/_ZN10SlidingBoxD0Ev.c	DTOR-ONLY	ov016	daSlide_Box_c	SlidingBox/daSlide_Box_c	_ZN10SlidingBoxD0Ev	1		True	_ZTV10dBgActor_c	-
src/_ZN10SlidingBoxD1Ev.c	DTOR-ONLY	ov016	daSlide_Box_c	SlidingBox/daSlide_Box_c	_ZN10SlidingBoxD1Ev	1		True	_ZTV10dBgActor_c	-
src/_ZN10SphereClsn14SetFloorResultERK10ClsnResult.c	P3-mangled-method-only	arm9		SphereClsn	_ZN10SphereClsn14SetFloorResultERK10ClsnResult	1		True		-
src/_ZN10SphereClsn15SetObjAndSphereERK7Vector35Fix12IiEP8dActor_c.c	P3-mangled-method-only	arm9		SphereClsn	_ZN10SphereClsn15SetObjAndSphereERK7Vector35Fix12IiEP8dActor_c	1		True		by-value-class-param
src/_ZN10SphereClsnC1Ev.c	P3-mangled-method-only	arm9		SphereClsn	_ZN10SphereClsnC1Ev	1		True		-
src/_ZN10SphereClsnD1Ev.c	DTOR-ONLY	arm9	dBgCh_SphCrr	SphereClsn/dBgCh_SphCrr	_ZN10SphereClsnD1Ev	1		True	_ZTV10SphereClsn	-
src/_ZN10StarMarkerD0Ev.c	DTOR-ONLY	ov002	daStarBase_c	StarMarker/daStarBase_c	_ZN10StarMarkerD0Ev	1		True		-
src/_ZN10dBgActor_c14KillByMegaCharER6Player.c	P3-mangled-method-only	ov002		dBgActor_c	_ZN10dBgActor_c14KillByMegaCharER6Player	1		True		-
src/_ZN10dBgActor_cC2Ev.c	P3-mangled-method-only	ov002		dBgActor_c	_ZN10dBgActor_cC2Ev	1		True	_ZTV10dBgActor_c	-
src/_ZN10dFdDummy_c11AdvanceFadeEv.c	P1-vtable+mangled	arm9	dFdDummy_c	dFdDummy_c	vtable dFdDummy_c slot 2 @0x201721c | _ZN10dFdDummy_c11AdvanceFadeEv	1		True		-
src/_ZN10dFdDummy_cD0Ev.c	DTOR-ONLY	arm9	dFdDummy_c	dFdDummy_c	_ZN10dFdDummy_cD0Ev	1		True		-
src/_ZN10dFdDummy_cD1Ev.c	DTOR-ONLY	arm9	dFdDummy_c	dFdDummy_c	_ZN10dFdDummy_cD1Ev	1		True		-
src/_ZN10dScEntry_c16CleanupResourcesEv.c	P1-vtable+mangled	ov075	dScEntry_c	dScEntry_c	vtable dScEntry_c slot 3 @0x211a210 | _ZN10dScEntry_c16CleanupResourcesEv	1		True		-
src/_ZN10dScEntry_c16OnPendingDestroyEv.c	P1-vtable+mangled	ov075	dScEntry_c	dScEntry_c	vtable dScEntry_c slot 12 @0x211a268 | _ZN10dScEntry_c16OnPendingDestroyEv	1		True		-
src/_ZN10dScEntry_c19BeforeInitResourcesEv.c	P1-vtable+mangled	ov075	dScEntry_c	dScEntry_c	vtable dScEntry_c slot 1 @0x211a734 | _ZN10dScEntry_c19BeforeInitResourcesEv	1		True		-
src/_ZN10dScEntry_cD0Ev.c	DTOR-ONLY	ov075	dScEntry_c	dScEntry_c	_ZN10dScEntry_cD0Ev	1		True		-
src/_ZN10dScTitle_c16CleanupResourcesEv.c	P1-vtable+mangled	ov003	dScTitle_c	dScTitle_c	vtable dScTitle_c slot 3 @0x20ada80 | _ZN10dScTitle_c16CleanupResourcesEv	1		True		-
src/_ZN10dScTitle_c16OnPendingDestroyEv.c	P1-vtable+mangled	ov003	dScTitle_c	dScTitle_c	vtable dScTitle_c slot 12 @0x20ad7a0 | _ZN10dScTitle_c16OnPendingDestroyEv	1		True		-
src/_ZN10dScTitle_cD0Ev.c	DTOR-ONLY	ov003	dScTitle_c	dScTitle_c	_ZN10dScTitle_cD0Ev	1		True		-
src/_ZN10dScTitle_cD1Ev.c	DTOR-ONLY	ov003	dScTitle_c	dScTitle_c	_ZN10dScTitle_cD1Ev	1		True		-
src/_ZN10daPgDfdr_c16CleanupResourcesEv.c	P1-vtable+mangled	ov027	daPgDfdr_c	daPgDfdr_c	vtable daPgDfdr_c slot 3 @0x2111d8c | _ZN10daPgDfdr_c16CleanupResourcesEv	1		True		-
src/_ZN10daPgDfdr_c16OnPendingDestroyEv.c	P1-vtable+mangled	ov027	daPgDfdr_c	daPgDfdr_c	vtable daPgDfdr_c slot 12 @0x2111dfc | _ZN10daPgDfdr_c16OnPendingDestroyEv	1		True		-
src/_ZN11BabyPenguin16CleanupResourcesEv.c	P1-vtable+mangled	ov072	daPgBby_c	BabyPenguin/daPgBby_c	vtable daPgBby_c slot 3 @0x2121d6c | _ZN11BabyPenguin16CleanupResourcesEv	1		True		-
